rank,employer,proxy_score,selection_bucket,corporate_subtype,public_subtype,city_location,website,sources,source_count,it_relevance_score,scale_institutional_proxy,data_confidence_score,penalty,employer_group_key,selection_reason,caveats,review_status
327,nowhow solutions AG,72.3,Technology / software / digital,,,Bern,https://www.swissmadesoftware.org/en/companies/nowhow-solutions-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
328,om computer support ag,72.3,Technology / software / digital,,,Risch,https://www.swissmadesoftware.org/en/companies/om-computer-support-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
329,On Informatik Service GmbH,72.3,Technology / software / digital,,,Cham,https://www.swissmadesoftware.org/en/companies/on-informatik-service-gmbh/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
330,Operaio GmbH,72.3,Technology / software / digital,,,Zürich,https://www.swissmadesoftware.org/en/companies/operaio-gmbh/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
331,ORCA Services AG,72.3,Technology / software / digital,,,Pratteln,https://www.swissmadesoftware.org/en/companies/orca-services-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
332,Polynorm Software AG,72.3,Technology / software / digital,,,Glattbrugg,https://www.swissmadesoftware.org/en/companies/polynorm-software-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
333,Polypoint AG,72.3,Technology / software / digital,,,Gümligen,https://www.swissmadesoftware.org/en/companies/polypoint-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
334,Predata AG,72.3,Technology / software / digital,,,Thun,https://www.swissmadesoftware.org/en/companies/predata-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
335,Puzzle ITC AG,72.3,Technology / software / digital,,,Bern,https://www.swissmadesoftware.org/en/companies/puzzle-itc/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
336,Razoon AG,72.3,Technology / software / digital,,,Winterthur,https://www.swissmadesoftware.org/en/companies/razoon-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
337,Reishauer AG,72.3,Technology / software / digital,,,Wallisellen,https://www.reishauer.com,swissICT; Swissmem,2,86.8,39,86,0,,IT/digital directories: swissICT; High-tech directories: Swissmem; Confirmed by 2 independent directories; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
338,Renuo AG,72.3,Technology / software / digital,,,Wallisellen,https://www.swissmadesoftware.org/en/companies/renuo-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
339,Rey Technology AG,72.3,Technology / software / digital,,,Sirnach,https://www.swissmadesoftware.org/en/companies/rey-technology-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
340,SAPIENTROQ GmbH,72.3,Technology / software / digital,,,Luzern,https://www.swissmadesoftware.org/en/companies/sapientroq-gmbh/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
341,SCHURTER AG,72.3,Technology / software / digital,,,Luzern,https://www.schurter.com,swissICT; Swissmem,2,86.8,39,86,0,,IT/digital directories: swissICT; High-tech directories: Swissmem; Confirmed by 2 independent directories; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
342,SCMC - Swiss Cybersecurity Management Center GmbH,72.3,Technology / software / digital,,,Zürich,https://www.swissmadesoftware.org/en/companies/scmc---swiss-cybersecurity-management-center-gmbh/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
343,seantis gmbh,72.3,Technology / software / digital,,,Luzern,https://www.swissmadesoftware.org/en/companies/seantis-gmbh/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
344,smino AG,72.3,Technology / software / digital,,,Rapperswil-Jona,https://www.swissmadesoftware.org/en/companies/smino/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
345,Software Engineering Michel,72.3,Technology / software / digital,,,Basel,https://www.swissmadesoftware.org/en/companies/software-engineering-michel/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
346,Soudronic AG,72.3,Technology / software / digital,,,Bergdietikon,https://www.soudronic.com,swissICT; Swissmem,2,86.8,39,86,0,,IT/digital directories: swissICT; High-tech directories: Swissmem; Confirmed by 2 independent directories; Website available,Current hiring activity not yet verified,Selected — careers page and hiring verification pending
347,stepping stone AG,72.3,Technology / software / digital,,,Bern,https://www.swissmadesoftware.org/en/companies/stepping-stone-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
348,Swiss Post Cybersecurity AG,72.3,Technology / software / digital,,,Aarau,https://www.swissmadesoftware.org/en/companies/swiss-post-cybersecurity/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
349,t2b AG,72.3,Technology / software / digital,,,Basel,https://www.swissmadesoftware.org/en/companies/t2b-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
350,taktwerk GmbH,72.3,Technology / software / digital,,,Basel,https://www.swissmadesoftware.org/en/companies/taktwerk-gmbh/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
351,the i-engineers AG,72.3,Technology / software / digital,,,Zürich,https://www.swissmadesoftware.org/en/companies/the-i-engineers-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
352,trifact AG,72.3,Technology / software / digital,,,Rothenburg,https://www.swissmadesoftware.org/en/companies/trifact-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
353,United Security Providers AG,72.3,Technology / software / digital,,,Bern,https://www.swissmadesoftware.org/en/companies/united-security-providers-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
354,visol digitale Dienstleistungen AG,72.3,Technology / software / digital,,,Kriens,https://www.swissmadesoftware.org/en/companies/visol-digitale-dienstleistungen-ag/home.html,Swiss Made Software; swissICT,2,90.4,33,86,0,,"IT/digital directories: Swiss Made Software, swissICT; Confirmed by 2 independent directories; Website available",Current hiring activity not yet verified,Selected — careers page and hiring verification pending
